"variable","X1"
"Avg_Daily_Hours",0.339485674540495
"X.Intercept.",-4.18257640104928
"X.Intercept..1",0
"JobInvolvement",0
"Avg_Weekly_Hours",0.0704532633287917
"X.Intercept.",-1.54580512679582
"X.Intercept..1",0
"JobInvolvement",0
"Days_off",-0.00804072716189722
"X.Intercept.",-4.33346845313501
"X.Intercept..1",0
"PerformanceRating",0
"Avg_Daily_Hours",0.339485674540495
"X.Intercept.",-4.18257640104928
"X.Intercept..1",0
"PerformanceRating",0
"Avg_Weekly_Hours",0.0704532633287917
"X.Intercept.",-1.64739159976061
"X.Intercept..1",0
"PerformanceRating",0
"Days_off",0
"X.Intercept.",-4.33346845313501
"X.Intercept..1",0
"Avg_Daily_Hours",0.339485674540495
"Avg_Weekly_Hours",0
"X.Intercept.",-4.33346845313501
"X.Intercept..1",0
"Avg_Daily_Hours",0.339485674540495
"Days_off",0
"X.Intercept.",-4.18257640104928
"X.Intercept..1",0
"Avg_Weekly_Hours",0.0704532633287917
"Days_off",0
